rating,message,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,"Aight, nous allons sortir dans quelques",,,
ham,Merci princesse!Tu es si sexy ...,,,
ham,Hein?6 aussi ne peut pas?Alors seulement combien d'erreurs?,,,
spam,Vous êtes un gagnant que vous avez été spécialement sélectionné pour recevoir un prix de 1000 caisse ou un prix?Parlez à un opérateur en direct pour réclamer un appel 087147123779AM-19h.Coût 10p,,,
ham,"Je suppose que vous pourriez être aussi bonne une excuse comme tout, lol.",,,
ham,K.i va envoyer en & lt; # & gt;min :),,,
ham,Ils ont un fil sur la section de la liste de souhaits des forums où les gens postent des demandes nitro.Commencez à partir de la dernière page et collectez-vous de bas en haut.,,,
ham,"Bien sûr, je vais voir si je peux venir par un peu",,,
ham,"Place client, je vous appellerai monsieur.",,,
ham,Oui.Dernière pratique,,,
ham,Bébé ?Je t'ai perdu ... Voulez-vous essayer de redémarrer?,,,
ham,Votre père est de retour au pH?,,,
ham,J'aime câliner!Je veux te tenir dans mes bras forts en ce moment ...,,,
ham,"Oui, princesse.Allez-vous me faire gémir?",,,
spam,"Cette semaine, les offres membres Savamob sont désormais accessibles.Appelez simplement 08709501522 pour plus de détails!Savamob, POBOX 139, LA3 2WU.Seulement 1,50 / semaine.Savamob - offre mobile!",,,
ham,"\ La vie n'est rien de wen v obtenir tout \ "". Mais \"" La vie est tout ce que wen v manque quelque chose \ "". La vraie valeur des gens ne serait pas réalisé que dans leur absence ... GUD MRNG""",,,
spam,"SPJANAIRE HOMME VENTE!Chat gay chaud maintenant moins cher, appelez 08709222922. Tarif national de 1,5 milliard pas cher à 7.8p / min Peak!Pour arrêter les textes, appelez 08712460324 (10p / min)",,,
ham,Maintenant obtenu la télévision 2 montre meh?U pas de travail aujourd'hui?,,,
ham,& lt; # & gt;w jetton ave si tu as oublié,,,
ham,"\ Le monde souffre beaucoup ... pas à cause de la violence des mauvaises personnes.Mais à cause du silence des bonnes personnes! \ """,,,
ham,Je suis en retard.Je serai là à,,,
ham,Appelle-moi quand tu as fini ...,,,
ham,Je ne suis pas son numéro monsieur,,,
ham,"Bonjour Gorgeous, comment vas-tu?Mon téléphone était en charge de LST Nitw Wen U Texd Me.Hopeu ad un bon week-end comme je suis sûr que tu as cherché 2 C-en u 2mrw luv Jaz",,,
ham,"Savez-vous pourquoi Dieu a créé l'écart entre vos doigts ..?Donc, celui qui est fait pour vous venez & amp;remplit ces lacunes en tenant votre main avec amour ..!",,,
ham,bien.Merci pour le conseil.Profitez de votre soirée.Je suis essayer de dormir ...,,,
ham,"Si vous voulez marquer l'it ou quelque chose cherche \ USF Dogwood Drive \ """,,,
ham,Le nouveau jeu de Deus Ex à venir au début de l'année prochaine,,,
ham,Voulez-vous 2 rencontrer 2morro,,,
ham,"7 merveilles dans mon monde 7ème vous 6ème ur style 5th ur sourire 4ème de la personnalité 3ème ur de la nature 2nd UR SMS et 1st \ ur belle amitié \ ""... bonjour mon cher""",,,
ham,"Je voulais vous souhaiter une bonne année et je voulais vous parler de certains conseils juridiques à faire lorsque Gary et moi nous sommes divisés, mais en personne.Je vais faire un voyage à PTBO pour cela.J'espère que tout va bien avec toi Babe et je t'aime :)",,,
ham,"Reçu, compris n a agi!",,,
ham,J'espère que vous passez une bonne journée.,,,
ham,Etrein mon déjeuner ...,,,
ham,Oublié de dire? _ Smth .. peut? _ Comme numéro un nombre les sections afin que ce soit plus clair ..,,,
ham,Bien garçon suis heureux g gaspillé toute la nuit à Applebees pour rien,,,
spam,Urgent -Call 09066649731from LineLine.Vos vacances gratuites de 4 étoiles Ibiza ou ?? 10 000 Cash Cash Collection SAE T & CS PO Box 434 SK3 8WP 150PPM 18+,,,
ham,Moi aussi.Mark prend pour toujours pour prendre ma prescription et la douleur revient.,,,
ham,Peut-être devriez-vous trouver quelque chose d'autre à faire à la place ???,,,
ham,"Nouvelle théorie: l'argument gagne la situation D, mais perd la personne.Alors ne discutez pas avec vos amis .. ....coupez-les et;Dis, je suis toujours correct.!",,,
ham,Nous avons pris Hooch pour une promenade à Taday et je suis tombé!Splat!Bâché mes genoux et tout!Aurait dû rester à la maison!À demain!,,,
spam,"Salut c'est Amy, nous vous enverrons un numéro de téléphone gratuit dans quelques jours, ce qui vous donnera un accès à toutes les soirées adultes ...",,,
ham,J'ai dit que ça va.Pardon,,,
ham,"Oncle g, juste à la recherche de vous.Ont un mois enrichissant",,,
ham,Les désirs - tu vas chez le docteur 4 foie.Et obtenir un peu élégant.Obtenez vos cheveux gérés.C'est ça.,,,
ham,Mark fonctionne demain.Il sort à 5. Son travail est près de votre maison afin qu'il puisse vous rencontrer après.,,,
ham,J'ai déjà atteint Sch ...,,,
ham,Salut chérie je suis sur helen,,,
ham,La société est très bonne.Le environnement est formidable et la nourriture est vraiment sympa :),,,
ham,"Je sais que tu penses que le paludisme.Mais se détendre, les enfants ne peuvent pas gérer le paludisme.Elle aurait été pire et sa gastro-entérite.Si elle prend suffisamment pour remplacer sa perte, sa température réduira.Et si vous donnez à ses médicaments contre le paludisme maintenant, elle vomira simplement.C'est une maladie auto-limitante qu'elle a ce qui signifie en quelques jours qu'il va complètement arrêter",,,
ham,Hmm pensant lor ...,,,
ham,"Salut.J'espère votre journée * bonne!De retour de la promenade, table réservée depuis une demi-huit.Faites-moi savoir quand tu viens quand tu reviens.",,,
ham,Je serai à toi dans environ 3 minutes mais je me regarde,,,
ham,Alors quand tu veux gymnase?,,,
spam,Rencontres: J'en ai eu deux d'entre eux.Seulement commencé après avoir envoyé un texte à parler de la radio Sport la semaine dernière.Toute connexion pensez-vous ou coïncidence?,,,
ham,Salut bébé c'est moi merci d'avoir venu même si ce n'est pas allé ça bien! Je voulais juste mon lit!J'espère vous voir bientôt aimer et bisous xxx,,,
ham,Jésus Armand essaie vraiment de dire à tout le monde qu'il peut trouver,,,
spam,Obtenez votre jardin prêt pour l'été avec une sélection gratuite d'ampoules d'été et de graines d'été ?? 33: 50 seulement avec l'écossais ce samedi.Arrêter Go2 NotXt.co.uk,,,
spam,"Services SMS.Pour vos crédits texte inclusifs, pls goto www.comk.net login = 3QXJ9 se désabonne à l'arrêt, sans frais supplémentaires.Aide 08702840625.comkuk.220-cm2 9ae",,,
ham,"Je pense que Tantrum est fini alors oui, je serai à un moment donné",,,
ham,Ok lor ... Sony Ericsson vendeur ... Je demande shuhui puis elle dise assez gd 2 utiliser donc je considère ...,,,
spam,"Il n'y a rien de tel que de donner une bonne chose une seconde partie, et notre vente de 10% de la Saint-Valentin a reçu 100% du vote populaire.Nous avons pensé que nous lui donnerions un jour de plus, au cas où vous l'auriez manqué la première fois!Utilisez le code promotionnel PRS21 pour 10% de réduction sur Sitewide.,,,,",,,
spam,"appelez maintenant pour l'argent gratuit sans retour ,,,,",,,
spam,"Rejoignez des cours de crash pour B.ST, A / C, Eco, ENG et IP (FATE SEULEMENT Rs.5000 par SUB) de Facultés de SPD.Branches en Sec-3 Rohini & Pittampura.Appelez 7503507230.v-Etude",,,
spam,Bienvenue à Jio-Up.Profitez d'appels entrants gratuits et d'appels sortants partout en Inde en itinérance.Les prestations de données et de SMS 4G seront conformes à votre plan.,,,
ham,Oh mon Dieu.Je ne peux pas dormir.Merci beaucoup.Et toujours si mouillé.,,,
spam,Soyez le changement que vous souhaitez voir et profitez du changement @ tous les nouveaux dominos.Obtenez 20% de rabais sur les pizzas Med aujourd'hui!Walkin / Commander @ 68886888 / GOO.GL/CQTHQP CPN: CRMC83D178BE4 T & C,,,
spam,Dernier jour pour Lenskart Voler Deal!Échangez vos anciennes spécifications et obtenez 50% de remboursement sur votre prochain achat.Cliquez sur Lenskart.com/eye ou trouvez la boutique à proximité Lenskart.com/s,,,
spam,Merci de faire partie de Jio Family - Restez connecté sur le réseau 4G le plus important et le plus puissant de l'Inde qui vous donne des services Internet haut débit et des appels illimités même en itinérance.La date de renouvellement de recharge de votre Jio numéro 8178390589 s'approche.Cliquez sur http://jio.com/r/qd492orx pour recharger maintenant.,,,
ham,ARR anniversaire aujourd'hui :) Je lui souhaite d'obtenir plus d'Oscar.,,,
ham,Vous s'il vous plaît nous donner la connexion aujourd'hui avant décimal ou rembourser la facture,,,
ham,"Très bien, je vais sortir dans quelques minutes, envoyez-moi du texte où vous rencontrer",,,
ham,S'il vous plaît ne dites pas comme ça.Salut salut salut,,,
ham,PLS Demandez à Macho Combien coûte le budget pour BB Bold 2 est parce que j'ai vu un nouveau pour # dollars.,,,
spam,Sunshine Quiz Wkly Q!Gagnez un haut lecteur DVD Sony si vous savez quel pays l'Algarve est dans?TXT ANSR à 82277. £ 1.50 SP: Tyrone,,,
spam,"Dernière chance!Réclamez votre valeur de 150 £ de bons de réduction aujourd'hui!Magasin de texte à 85023 maintenant!Savamob, offre mobile!T CS Savamob POBOX84, M263UZ.3,00 £ SUB.16",,,
ham,À la maison funéraire avec Audrey et Dad,,,
ham,"Haha ... vraiment oh non ... comment?Ensuite, ils déduiront votre leçon TMR?",,,
ham,"Wat Time Liao, où est toujours obtenu.",,,
ham,Alors avez-vous encore des épaules Samus,,,
spam,"URGENT!Votre mobile n ° 077XXX a remporté un prix de 2 000 £ de bonus au 02/06/03!C'est la 2ème tentative de vous joindre!Appelez 09066362206 ASAP!BOX97N7QP, 150PM",,,
ham,Non..eulez des heures avant.,,,
ham,Pls m'envoie le nom correct da.,,,
ham,Moi aussi bébé!Je promets de bien te traiter!Je parie que tu prendras bien soin de moi ...,,,
ham,Quand la première grève est rouge.L'oiseau + antilope commence à jouer dans le domaine de l'auto-indépendance croire que ceci + la fleur de la contention va grandir.random!,,,
ham,"2 Célébrez-vous mon b'day, y d'autre?",,,
ham,Wat Time R U Aller à l'auberge de Xin?,,,
spam,Sunshine Quiz!Gagnez un enregistreur de DVD Super Sony si vous pouvez convertir la capitale de l'Australie?Texte Moussay à 82277. B,,,
spam,Voulez-vous un nouveau téléphone couleur Nokia 3510i livré demain?Avec 200 minutes gratuites vers n'importe quel mobile + 100 texte gratuit + caméscope gratuit et appelez 8000930705,,,
ham,Ne peut pas utiliser de timbres étrangers dans ce pays.,,,
ham,Salut bon anniversaire.Salut salut hi hi hi hi hijour,,,
ham,"Allez jusqu'à Jurong Point, fou .. Disponible uniquement à Bugis N Great World La e Buffet ... Cine Il a eu Amore Wat ...",,,
spam,"Merci pour votre abonnement à sonnerie britannique, votre mobile sera facturé ?? 5 / mois Veuillez confirmer en répondant oui ou non.Si vous répondez non, vous ne serez pas facturé",,,
spam,"Avez-vous entendu parler de la nouvelle \ Divorce Barbie \ ""? Il est livré avec toutes les choses de Ken!""",,,
ham,Selon votre demande 'Melle Melle (Oru Minnununginte Nurungu Vettam)' a été définie comme votre Callertune pour tous les appelants.Appuyez sur * 9 pour copier vos amis appelertune,,,
ham,Il est là.Vous appelez et rencontrez-le,,,
ham,"Monsieur, j'ai besoin d'un compte bancaire Axis NO et d'une adresse bancaire.",,,
ham,U appelez-moi modifier à 11k.,,,
ham,"Nouvelle théorie: l'argument gagne la situation D, mais perd la personne.Alors ne discutez pas avec vos amis .. ....coupez-les et;Dis, je suis toujours correct.!",,,
spam,Bonus HMV Spécial 500 livres de véritables bons d'achat HMV à gagner.Juste répondre 4 questions faciles.Joue maintenant!Envoyer hmv à 86688 Plus d'info: www.100Pencente-real.com,,,
ham,Jos Demandez-vous si tu veux te rencontrer?,,,
ham,Ok c'est grand merci beaucoup.,,,
spam,"Merci pour votre commande de sonnerie, référence T91.Vous serez facturé 4 GBP par semaine.Vous pouvez vous désabonner à tout moment en appelant les services à la clientèle au 09057039994",,,
ham,Headin vers Busetop,,,
ham,Oil ... je l'ai vu aussi mais je t'aime din C me ... j'ai trouvé un groupe Liao ...,,,
ham,Je t'aime aathi..love u beaucoup ..,,,
ham,"8 au plus tard, G reste là-bas si vous pouvez soulever des munitions et que vous voulez donner à la nouvelle AK",,,
ham,Cette fille ne reste pas au lit.Cette fille n'a pas besoin de temps de récupération.Id plutôt laissez-passer pendant que vous vous amusez puis être axé au lit,,,
spam,Notre numéro de téléphone portable a gagné?,,,
ham,J'ai beaucoup de personnes à charge,,,
ham,Cela vous dérange-t-il si je demande ce qui s'est passé?Vous n'avez pas à dire s'il est inconfortable.,,,
ham,"Quel est cet endroit ""hex"" parle?Expliquer!",,,
ham,Il connaît également le menu du déjeuner uniquement DA..je sais,,,
ham,"Y a-t-il une raison pour laquelle nous n'avons pas parlé cette année?Quoi qu'il en soit, passez une bonne semaine et tout le meilleur de votre examen",,,
ham,Beerage?,,,
ham,"Il a beaucoup d'utilisée bébé, mais le modèle n'aide pas.Vous devez le ramener et je vais le faire correspondre",,,
ham,Vous atteignez déjà le verger?U wan 2 va acheter des billets d'abord?,,,
ham,Yoyyooo vous savez comment changer les autorisations pour un lecteur dans Mac.Mon lecteur flash USB,,,
ham,"Hé, vous leur avez donné votre photo lorsque vous vous êtes inscrit à la conduite ah?TMR Wanna Rencontrer à YCK?",,,
ham,"Belle vérité contre la gravité .. Lisez soigneusement: \ Notre cœur ressemble à la lumière quand quelqu'un est dedans. Mais ça se sent très lourd quand quelqu'un le quitte .. ""Bonne nuit""",,,
ham,Je suis au bureau maintenant.Je t'appellerai et lt; # & gt;min :),,,
ham,"Bon après-midi sur cette journée anniversaire glorieuse, ma douce j !!J'espère que cela vous trouvera heureux et content, ma proie.Je pense à vous et envoyez un baiser taquiner de l'autre côté de la mer des images coaxantes de Souveniers ... vous cougar-stylo",,,
ham,Hiya à venir 2 Bristol 1 semaine en avril.Les gottent + rudi sur la veille du nouvel an mais j'étais ronflement. Ils étaient ivres!Tu bak au collège encore?Mon travail envoie une salle de bain à l'encre 2.,,,
spam,"Vous recevez un appareil photo numérique Sipix!Appelez 09061221061 de la ligne fixe.Livraison dans les 28 jours.T CS Box177.M221bp.Garantie 2YR.150ppm.16p p ?? 3,99",,,
ham,Ok.ok ok..then..qui est votre plan d'aujourd'hui,,,
ham,Hey .. quelque chose est venu de dernière minute .. pense que je ne vais pas me connecter.,,,
ham,Avaient fini...,,,
spam,Vous êtes un gagnant que vous avez été spécialement sélectionné 2 reçoive ?? 1000 Cash ou 4 * Vacances (Vols inc) Parlez à un opérateur en direct 2 Revendication 0871277810810,,,
ham,Honey boo je me manque.,,,
ham,Da ma date de naissance dans le certificat est en avril mais la date réelle est aujourd'hui.Mais ne le publie pas.Je vais vous donner un traitement spécial si vous gardez le secret.Toute façon merci pour les souhaits,,,
ham,"Désolé, était dans la salle de bain, SUP",,,
ham,Yo mec deviner qui vient d'être arrêté l'autre jour,,,
ham,Est-ce que nous rencontrons toujours 4 dîner ce soir?,,,
ham,"Dites-vous quoi, si vous faites un petit tableur et une piste dont l'idée était de fumer pour déterminer qui \ fume trop \ »pour tout le mois de février",,,
spam,09066362231 URGENT!Votre mobile no 07xxxxxxxxxx a remporté un prix d'appelant bonus au 02/06/03!C'est la 2ème tentative de vous joindre!Appelez le 09066362231 ASAP!,,,
ham,"Je suis toujours sur Yahoo Messenger maintenant.Il suffit d'envoyer le message à moi et je l'obtiendrai que vous devrez peut-être l'envoyer dans le mode mobile SHA, mais i.ll l'obtiendra.Et répondra.",,,
ham,Je pense que Chennai bien réglé?,,,
ham,TMRW.Im Finition 9 portes,,,
ham,Daddy prendra bien soin de toi :),,,
ham,Bonjour ma petite fête animal!Je pensais juste que je te bourdonner comme tu étais avec tes amis ... * Grins * ... Rappel à vous être aimé et envoyez un baiser adorateur coquiné,,,
ham,Devinez qui a passé toute la nuit en phase de la quatrième dimension,,,
ham,S'il vous plaît demander à maman d'appeler le père,,,
ham,"Je pense que nous allons à Finn's maintenant, viens",,,
ham,Comment.C'est un peu difficile mais c'est un moyen simple d'entrer dans cet endroit,,,
ham,Ok lor merci ... ??à l'école?,,,
ham,Êtes-vous mouillé en ce moment?,,,
ham,"Aight, je vais t'enverrai texto quand je suis de retour",,,
ham,"Hkw ... ok ... muz | themoza v ... w """,,,
ham,Excellent!Êtes-vous prêt à gémir et crier à l'extase?,,,
ham,"Oui, mais pouvons-nous nous rencontrer en ville COS ira au GEP, puis à la maison.Vous pouvez envoyer un SMS à l'arrêt de bus.Et ne vous inquiétez pas, nous aurons terminé en mars ?? _ ish!",,,
ham,Shopping lor.Les pleuvant mah dur 2 laissant verger.,,,
ham,Vous faites toujours plus de choses que ce qu'ils sont,,,
ham,"Yar Lor en fait, nous sommes assez rapides ... cos da ge ralentit ... haha ...",,,
spam,"Free2day Sexy St George's Day Pic de Jordan! Txt Pic à 89080 Ne manquez pas, puis chaque semaine de Saucy Celeb! 4 autres photos C pochebabe.co.uk 0870241182716 ?? 3 / WK",,,
ham,Vous voyez les exigences s'il vous plaît,,,
ham,Préparez-vous à gémir et crier :),,,
ham,Je voulais juste dire que les gars que vous plaisantez de ce bourgeon,,,
ham,Pas de casse-tête de gestion.,,,
ham,Hmm ... Bad News ... Hyde Park Plaza 700 $ Studio Prise ... Seulement à gauche 2 Chambre- $ 900 ...,,,
spam,"tddnewsletter@emc1.co.uk (plus de jeux de TheDailyDraw) Cher Helen, dizaines de jeux gratuits - avec de superbes prix.",,,
ham,Sa DNT possible vivent dans & lt; # & gt;siècle cm Frwd n Thnk différent,,,
ham,"Si je vous laisse faire ça, je te veux à la maison par 8h.",,,
ham,O n'était pas dans FPS alors.,,,
ham,Est-ce que tu ne savais pas non.& lt; # & gt;?,,,
ham,Pensée!Vous vivez dans une jungle pendant deux ans!C'est ma conduite que tu devrais être plus inquiet!,,,
ham,Oui. Je suis au bureau da :),,,
ham,S'il vous plaît envoyer :) Mon type conseil :-) S'il vous plaît venez ici et essayez :-),,,
ham,Salut bon anniversaire.Salut salut hi hi hi hi hijour,,,
ham,Hey Pple ... 700 $ ou 900 $ pour 5 nuits ... Excellent emplacement WIF Petit déjeuner Hauteur !!!,,,
ham,Pas besoin de la drogue.,,,
ham,Il y a beaucoup de modèle..uny Ericon aussi der .. & lt; # & gt;..it luks bon bt j'ai oublié modl non,,,
ham,Ok leur ...,,,
ham,"Ok de la nourriture chinoise en route.Quand je suis gros, vous payez pour mon lipo.",,,
ham,??J'ai eu wat à acheter dites-nous alors? _ Pas besoin de revenir.,,,
ham,"Ensuite, vous demandez à Darren Go n Chick U Lor ... mais je suis Oso Sian TMR HAF 2 Rencontre Lect ...",,,
ham,"Aujourd'hui, je ne travaille pas, mais pas gratuitement Oso ... Gee ... Thgt Uurin sur votre boutique de Fren?",,,
ham,"Oui, il reste un peu gauche, je vais me balancer demain quand je me lève",,,
ham,Vous venez au jour pour la classe.,,,
ham,Buzzz!* Grins * Est-ce que j'ai buzzé ton cul?Buzzz votre poitrine?Bourdonner ta bite?Où gardez-vous votre téléphone?Est le vibrateur sur?Avez-vous senti ça secoué?,,,
ham,"Donc, je fais une liste d'acheteurs.",,,
ham,Vous êtes toujours au jeu?,,,
ham,Qu'est-ce que tu parles tôt le matin?C'est presque midi où votre AT!,,,
ham,Olol j'ai imprimé un poste de forum par un gars avec exactement le même problème qui a été corrigé avec un remplacement GPU.Espérons qu'ils ne l'ignorent pas.,,,
ham,"Haha mieux que jamais, de toute façon que je pouvais balancer?",,,
spam,C'est la 2ème fois que nous avons essayé de vous contacter.Vous avez remporté le prix ?? 1450 à revendiquer Appelez simplement le 09053750005 B4 310303. T & CS / SMS SMS 08718725756. 140PPM,,,
ham,"Donc, c'est de piquer un homme quotidien qu'ils vous apprennent au Canada ABI!Comment vas-tu.Juste dire bonjour.",,,
ham,Pas de PLM je viendrai Da.En chemin.,,,
spam,"44 7732584351, voulez-vous un nouveau téléphone de téléphone couleur Nokia 3510i?Avec 300 minutes gratuites vers n'importe quel mobile + 100 textes gratuits + caméscope gratuit Répondre ou appelez 08000930705.",,,
ham,"Honeybee a dit: * Je suis le plus doux dans D World * Dieu rit et ampli;Dit: * Attends, tu as rencontré la personne D Ce msg * moral: même Dieu peut craquer des blagues!Gm + gn + ge + gn :)",,,
spam,"Vous êtes contacté par notre service de rencontres par quelqu'un que vous connaissez!Pour savoir qui c'est, appelez d'une ligne terrestre 09050000928. POBOX45W2TG150P",,,
ham,Hey que fais tu.Y pas de réponse pa ..,,,
ham,Merci chéri.Passe une bonne journée.,,,
ham,"\ Salut Darlin Je peux faire n'importe quoi demain alors que mes parents m'ont abrégé sur un repas.quand es-tu libre?Katexxx \ """"",,,
ham,Jour de travail toute la journée:) Sauf samedi et dimanche ..,,,
ham,Gratuit tous les jours mais je me termine à 6 heures du lundi et de jeudi ...,,,
ham,"Mmmmm ... c'était tellement bon de se réveiller à vos mots ce matin, mon amour !!Mmmm baise ... je t'aime aussi, mon lion ... * dévorant baiser de l'autre côté de la mer *",,,
ham,Mais vous sortez avec moi.,,,
ham,Jordan a eu voté le dernier Nite!,,,
ham,Quel est le numéro de modèle de votre téléphone?,,,
ham,Moji vient de m'aider que tu as sauvé nos vies.Merci.,,,
ham,Aight Voulez-vous toujours obtenir de l'argent,,,
spam,2/2 146TF150P,,,
ham,Salut!Vous venez de parlé à Meeha V. Nous aimerions savoir si vous étiez satisfait de l'expérience.Répondre sans frais avec oui ou non,,,
ham,À la maison funéraire avec Audrey et Dad,,,
ham,Oui Ammae ... La vie prend beaucoup de tours que vous ne pouvez vous asseoir et essayer de tenir la direction ...,,,
ham,"Désolé monsieur, je t'appellerai demain.senthil.hsbc",,,
ham,"Comment je n'ai plus ... elle est en voiture maintenant ... plus tard, alors car ... je porte des shorts ...",,,
ham,Je serai une princesse douce!Nous ferons de l'amour doux doux ...,,,
ham,Ceri u rebelle!Sweet Dreamz Me Petit copain !!C Ya 2Moro!Qui a besoin de blokes,,,
ham,D'accord.,,,
spam,"Merci pour votre commande de sonnerie, numéro de référence X49.Votre mobile sera facturé 4.50.Si votre ton n'arrête pas s'il vous plaît appelez les services à la clientèle 09065989182",,,
ham,Dépêchez-vous de la maison.La soupe est faite!,,,
ham,Pardon.Vous n'entendez jamais sauf si vous le réservez.L'un était un peu une blague - Thet cherchait vraiment des filles blanches maigres.L'autre était une ligne - vous ne pouvez faire que trop sur la caméra avec cela.Quelque chose comme ça qu'ils coulent sur le look.,,,
ham,"Vous n'avez pas trouvé de moyen d'obtenir une autre application pour votre téléphone, hein?Voulez-vous aller au café net?Avez-vous pris ce travail?Geeee j'ai besoin de toi bébé.J'ai envie de te voir ...",,,
ham,"Désolé, je vais appeler plus tard dans la réunion",,,
ham,"Sera un bureau vers 16 heures.Maintenant, je vais l'hôpital.",,,
ham,OMG Joanna me fait peur.Elle a regardé à travers tous mes amis pour trouver des photos de moi.Et puis elle demande des choses sur mon myspace que je ne me suis même pas connue comme une année.: /,,,
ham,Je t'ai choisi là-haut avant,,,
ham,Tu joues toujours avec Gautham?,,,
ham,"FAIT DU FUN: Bien que vous puissiez penser que Armand serait éventuellement construire une tolérance ou une merde considérant à quel point il fume, il se fait baiser dans 2 hits",,,
ham,S.Je je l'observais en direct ..,,,
ham,Toujours à West Coast ... Haiz ... ?? 'll prendre pour toujours revenir ...,,,
ham,"Storming msg: wen u lift d phne, tu dis \ hello \ ""Est-ce que knw wt est une signification réelle de bonjour?..... Oui .. Oui .. oui.dat girl ?? ""Margaret Bonjour \"" Elle est D girlfrnd f grahmbell qui a invenni telone ...... moral: on peut 4geter d n nom de personne",,,
ham,Le nouveau jeu de Deus Ex à venir au début de l'année prochaine,,,
ham,En fait j'ai décidé que j'étais trop faim alors je ne suis pas encore parti: v,,,
ham,Je suis à l'hôpital da..Je rentrerai chez moi en soirée,,,
spam,"Bien fait l'Angleterre!Obtenez la sonnerie officielle de la sonnerie ou de la couleur sur votre mobile!Tonalité de texte ou drapeau à 84199 maintenant!TXT-OUT TXT ENG STOP.BOX39822 W111WX ?? 1,50",,,
ham,Je suis dans le bus.Je t'aime,,,
ham,Je ne peux pas choisir le téléphone en ce moment.Pls envoyer un message,,,
ham,Tessy..pls me fait une faveur.Pls transmettez mes souhaits d'anniversaire à Nimya..pls dnt l'oublier.Aujourd'hui est son anniversaire Shijas,,,
spam,"Avait votre mobile 10 mois?Mise à jour des derniers téléphones de caméra / vidéo gratuitement.Gardez votre même numéro, obtenez des mins / textes supplémentaires gratuits.Texte oui pour un appel",,,
ham,Je suis à la maison.Doc m'a donné que les médicaments disent que tout va bien.,,,
ham,Désolé c'était mon oncle.Je resterai en contact,,,
ham,"Yup mais ça ne me donne pas de problèmes maintenant, ma Mayb je vais le laisser ...",,,
ham,Nokia Phone est charmant ..,,,
spam,Vous voulez le dernier combiné vidéo?750 à tout moment des mines de réseau?Location de ligne de prix à moitié?Répondre ou appelez 08000930705 pour la livraison demain,,,
ham,J'espère que cela n'était pas trop énervé pour me souvenir et est parti dans ses sœurs ou quelque chose!,,,
ham,Yup ok ...,,,
ham,Bonne année.J'espère que vous avez un bon semestre,,,
spam,"J'aimerais vous dire mes plus sombres fantasmes les plus sombres.Appelez-moi 09094646631 Juste 60p / min.Pour arrêter les textes, appelez 08712460324 (Tarif NAT)",,,
ham,Ok j'ai aussi wan 2 montre e à 21 heures montrer ...,,,
ham,"Mais je suis vraiment vraiment brisé Oh.Aucun montant n'est trop petit, même et lt; # & gt;",,,
ham,"Rose pour rouge, rouge pour le sang, le sang pour le cœur, le cœur pour vous.Mais vous pour moi .... Envoyez Tis à tous vos amis .. y compris moi .. Si vous aimez moi .. si vous revenez, 1-u r pauvre en relation!2-U Besoin de 1 pour prendre en charge 3-U R FRND 2 Beaucoup de 4-Quelques luvs u 5 + - Quelqu'un prie de dieu pour se marier. :-) Essayez-le ....",,,
ham,Ok ne laissez pas besoin de demander,,,
ham,J'aime pas cher!Mais je suis heureux de éclater sur le vin si cela vous fait sentir mieux ..,,,
ham,Je me rends compte que vous êtes un gars occupé et j'essaie de ne pas être une peine.Je dois obtenir des examens sur la voie et ensuite essayer les voitures.Avoir une journée grille,,,
ham,"Storming msg: wen u lift d phne, tu dis \ hello \ ""Est-ce que knw wt est une signification réelle de bonjour?..... Oui .. Oui .. oui.dat girl ?? ""Margaret Bonjour \"" Elle est D girlfrnd f grahmbell qui a invenni telone ...... moral: on peut 4geter d n nom de personne",,,
spam,"Oui c'est vrai!Nous offrons des cartes-cadeaux évaluées à 90 $ à nos clients et vous êtes sur la liste.Vérifiez ci-dessous votre email et confirmez votre produit aujourd'hui.Dépêchez-vous - premier dans - premier servi.Campagne se terminera dès que toutes les cartes-cadeaux disponibles sont réclamées. ,,,",,,
ham,Mec im n'est plus un poisson poche.Je suis un aquarius maintenant.,,,
ham,"Je pense que votre mentor est, mais pas sûr à 100%.",,,
spam,"Oui c'est vrai!Nous offrons des cartes-cadeaux évaluées à 90 $ à nos clients et vous êtes sur la liste.Vérifiez ci-dessous votre email et confirmez votre produit aujourd'hui.Dépêchez-vous - premier dans - premier servi.Campagne se terminera dès que toutes les cartes-cadeaux disponibles sont réclamées. ,,,",,,
ham,"Euh oui, je vais b là-bas à 15h26, désolé!Dis-moi juste quel pub / café de s'asseoir et venir wen u peut",,,
ham,Tu pars 2nite?,,,
ham,"Cool, nous allons voir, je dois aller au conseil de toute façon.Êtes-vous chez vous, avez quelque chose à chuter plus tard?Alors laisse aller en ville ce soir!Peut-être que maman peut nous prendre.",,,
ham,C'est juste l'effet de l'irritation.N'y faites pas attention,,,
ham,Mettez-moi sortir de ce tas de benne basculante.Ma mère a décidé de venir à Lowes.ENNUYEUX.,,,
spam,"Il n'y a rien de tel que de donner une bonne chose une seconde partie, et notre vente de 10% de la Saint-Valentin a reçu 100% du vote populaire.Nous avons pensé que nous lui donnerions un jour de plus, au cas où vous l'auriez manqué la première fois!Utilisez le code promotionnel PRS21 pour 10% de réduction sur Sitewide.,,,,",,,
ham,"helko là-bas ,,,",,,
